,label,title,subtitle,num_colors,price,reduced_price,url,description,colors,n_reviews,avg_stars
1053,,Giannis Immortality 2 SE,Big Kids' Basketball Shoes,1 Color,$75,,https://www.nike.com/t/giannis-immortality-2-se-big-kids-basketball-shoes-L2HB56/FD0213-400,Offense? Defense? Doesn't matter. Feel like the unstoppable MVP when you pull on the Giannis Immortality 2. Move up and down the court comfortably with breathable mesh. Stay confident practicing and showcasing your signature moves with a midfoot system that helps give a stable fit. Who's ready to become the next immortal in the gym?,Shown: Valerian Blue/Pinksicle/Particle Grey/Green Glow,0.0,0.0
1054,Best Seller,Air Jordan 6 Retro,Shoes,1 Color,$200,,https://www.nike.com/t/air-jordan-6-retro-shoes-vXk3FV/CT8529-162,"MJ's sixth signature shoe debuted during the 1990-1991 season as His Airness battled rivals in pursuit of an elusive first championship. Now, it's back in a variety of color schemes. Gear up for the 30th anniversary of the Air Jordan 6 with this timeless classic.",Shown: White/Black/University Red,323.0,4.8
1055,,Nike LeBron IX,Men's Shoes,2 Colors,$230,,https://www.nike.com/t/lebron-ix-mens-shoes-Dd97rS/DO5838-001,"It’s been ten years since the LeBron 9 made its debut and helped propel King James to a championship. Now, the model is back in its original form, making it ready for pickup games and hitting the streets afterwards. This new “South Coast” makeup features familiar neon hues and palm tree graphics—paying homage to where LeBron’s taken his basketball roots throughout his career. Special insoles with King James custom graphics add a royal touch every time you lace-up.",Regal Pink/Velvet Brown/White/Multi-Color; Black/Dutch Blue/Fusion Red/Lime Glow,7.0,4.9
1056,,Nike Air Max 270 Extreme,Baby/Toddler Shoe,2 Colors,$80,$76.97,https://www.nike.com/t/air-max-270-extreme-baby-toddler-shoe-v75wZ3/CI1109-001,The Nike Air Max 270 Extreme features a slip-on design with fabric that’s soft and stretchy. A Max Air unit in the heel keeps little feet cushioned and comfortable. An elastic strap provides a secure and snug fit. No laces needed.,White/Metallic Silver/White/White; Black/White,41.0,4.9
1057,,LeBron Witness 6,Big Kids' Basketball Shoes,4 Colors,$90,$69.97,https://www.nike.com/t/lebron-witness-6-big-kids-basketball-shoes-43Bv5q/DD0423-005,"Fly high like The King with the LeBron Witness 6. These basketball shoes are lightweight and flexible so you can soar high above the competition—and feel like an MVP. A full-length Nike Air unit gives that extra bounce while you pick up full court to defend, play team ball and lead like one of the game’s best ever.",Black/Dark Obsidian/White; Coconut Milk/Vapor Green/Citron Tint/Polarized Blue; White/Persian Violet/Yellow Strike/Black; Black/Deep Royal Blue/Blackened Blue/Siren Red; Black/Sequoia/Crimson Pulse/Metallic Silver,78.0,4.8
1058,,Jordan Why Not .5,Big Kids' Basketball Shoes,1 Color,$91,$89.97,https://www.nike.com/t/jordan-why-not-5-big-kids-basketball-shoes-GW84Vb/DO8967-002,Play hard. Find your fast just like Russ. The Jordan Why Not .5 helps keep every step cushioned as you make your way toward the basket. Durable traction and a full-foot fit system are designed to help you stay in control as you change directions on the fly. It has the rugged look of a trail running shoe combined with the clash of colors and materials at the core of Why Not?,Shown: Black/Iron Grey/Wolf Grey/Bright Mango,0.0,0.0
1059,Best Seller,Air Jordan 1 Low OG,Shoes,1 Color,$140,,https://www.nike.com/t/air-jordan-1-low-og-shoes-5L7RmC/CZ0790-104,The Air Jordan 1 Low OG remakes the classic sneaker with new colors and textures. Premium materials and accents give fresh expression to an all-time favorite.,Shown: White/Black/Dark Powder Blue,3.0,4.3
1060,,Nike Downshifter 10,Big Kids' Road Running Shoes,1 Color,$58,,https://www.nike.com/t/downshifter-10-big-kids-road-running-shoes-khnCvW/CJ2066-001,"Pick up the pace in the Nike Downshifter 10. Lightweight, breathable materials help you feel your fastest in comfort and style.",Shown: Light Sandstone/Black/White/Total Orange,19.0,4.4
1061,,Nike Blazer Low '77,Little Kids' Shoes,1 Color,$55,$46.97,https://www.nike.com/t/blazer-low-77-little-kids-shoes-Vj3QX6/DQ5089-181,"Always adventurous, the Nike Blazer Low '77 keeps your kiddos feet comfy while exploring in this farm-ily friendly classic. Bold colors and fruity graphics keep little feet excited for every step. Hook-and-loop strap makes it a breeze to get the comfort and fit growing feet need.",Shown: White/Sail/Malachite/Magma Orange,0.0,0.0
1062,,"Nike SFB Field 2 8"" Leather",Tactical Boots,1 Color,$170,,https://www.nike.com/t/sfb-field-2-8-leather-tactical-boots-HdQlt9/AQ1202-900,"DA PAM 670-1 compliant, the Nike SFB Field 2 8” Leather is a lightweight high-performance boot designed to support heavier loads in all theaters. The sole is equipped with an aggressive tread pattern that provides exceptional traction over challenging terrain, while an internal rock shield helps prevent punctures.",Shown: Coyote/Coyote,17.0,2.9
1063,,Nike Air Force 1 Mid '07,Men's Shoes,2 Colors,$120,,https://www.nike.com/t/air-force-1-mid-07-mens-shoes-S1QClz/CW2289-111,"The Air Force 1 Mid '07 is everything you know best: crisp overlays, bold accents and the perfect amount of flash to let you shine. The padded, mid-cut collar with classic hook-and-loop closure adds heritage b-ball comfort while perforations on the toe keep you cool.",White/White; Black/Black; Design your own Nike By You product,205.0,4.9
1064,,Jordan Max Aura 4,Little Kids' Shoes,1 Color,$70,,https://www.nike.com/t/jordan-max-aura-4-little-kids-shoes-S7BmgV/DQ8403-006,"They might not be ready to ball with the pros, but their style will keep up with the best! Let your little one take flight with a timeless look and cloud-like heel support for growing feet.",Shown: Black/White/University Red,0.0,0.0
1065,,Nike Blazer Mid '77 Jumbo,Men's Shoes,3 Colors,$110,$88.97,https://www.nike.com/t/blazer-mid-77-jumbo-mens-shoes-s09S0Z/DH7690-100,"They say, ""Don't fix what works."" We say, ""Perfect it."" The classic, streetwear superstar gets rethought with the Nike Blazer Mid '77 Jumbo. Harnessing the old-school look you love, it now features an elastic heel with corduroy-like texture and large pull tabs for easy on and off. The oversized Swoosh design and jumbo laces add a fun twist while the plush foam tongue and thicker stitching celebrate the iconic look that's been praised by the streets since '77.",Phantom/Sail/Phantom/Old Royal; White/Sail/Total Orange/Mantra Orange; White/White/Sail/Black,3.0,5.0
1066,Just In,Nike Mercurial Vapor 15 Club MG,Multi-Ground Soccer Cleats,3 Colors,$55,,https://www.nike.com/t/mercurial-vapor-15-club-mg-multi-ground-soccer-cleats-WGNRnc/DR5953-810,"Celebrate the game’s biggest competition in a design ignited by the science of connectivity and gravity that the world stage inspires. Featuring a stunning futuristic look made for the globe's greatest players, these cleats give you optimal control on the ball and a barefoot sensation.",Metallic Copper/Metallic Copper; Yellow Strike/Sunset Glow; Black/Summit White/Volt/Dark Smoke Grey,0.0,0.0
1067,,Nike Air Max 90 SE,Men's Shoes,1 Color,$140,,https://www.nike.com/t/air-max-90-se-mens-shoes-knmMzp/DC9336-300,"The ""Air Max Running Club"" is Nike's fictional track team, bringing '70s track inspiration to streetwear staples. Mixing retro fun with new flash, the Nike Air Max 90 SE stays true to its roots with the iconic Waffle sole, stitched overlays, and classic TPU accents on the heel and eyestays. Athletics West-inspired branding celebrates sport while the Max Air cushioning adds comfort to your journey.",,73.0,4.8
1068,,Nike Air Visi Pro VI Nubuck,Men's Basketball Shoes,1 Color,$75,,https://www.nike.com/t/air-visi-pro-vi-nubuck-mens-basketball-shoes-PkDJLe/749168-003,"The Nike Air Visi Pro VI Nubuck Basketball Shoe offers a sleek, supportive upper and a well-cushioned ride to help keep you comfortable up and down the court.",Shown: Black/Anthracite,4.0,4.3
1069,,Nike Adapt BB 2.0,Basketball Shoes,1 Color,$350,$199.97,https://www.nike.com/t/adapt-bb-2-basketball-shoes-vdFwKS/BQ5397-400,"Riding the momentum of last year's hit auto-lacing basketball shoe, the Nike Adapt BB 2.0 delivers the same consistent, customized fit, now with more of the game-changing technology revealed. Ultra-responsive cushioning is curved to follow the natural motion of your foot, providing continuous energy return on the court.",Shown: Astronomy Blue/Spruce Aura/Royal Pulse,43.0,4.3
1070,Customize,Nike React Vision By You,Custom Men's Lifestyle Shoe,1 Color,$155,,https://www.nike.com/u/custom-nike-react-vision-by-you-10000927/8444944288,"Inspired by the mythical creatures of Mexican folk art, the Nike React Vision By You serves up a palette of textures, graphics and materials that let you express your wild side. Choose from 3 different mesh options that provide a natural feel and allow your foot to breathe. Add surreal comfort with Nike React foam and a personal message on the heel clip for a shoe that could only come from the dream world.",Shown: Multi-Color/Multi-Color/Multi-Color,,
1071,,Nike Kawa Shower,Little/Big Kids' Slides,2 Colors,$25,$19.97,https://www.nike.com/t/kawa-shower-little-big-kids-slides-0SKrbp/BQ6831-001,The Nike Kawa Shower has a lightweight design that's easy to slip on when you're on the go. Soft foam is durable and dries quickly.,Midnight Navy/Laser Blue; Black/White,4.0,4.5
1072,Best Seller,Air Jordan 1 Hi FlyEase,Big Kids' Shoes,1 Color,$100,,https://www.nike.com/t/air-jordan-1-hi-flyease-big-kids-shoes-RHgmLc/DC7986-601,"The Air Jordan 1 Hi FlyEase gives you a quick way to get into your sneakers while maintaining the timeless appeal of the original. Its collar unzips and the top folds open to create a wide entry, making one of the most iconic shoes of all time easier than ever to get on.",Shown: Cardinal Red/White,4.0,5.0
1073,Sustainable Materials,Nike Court Vision Low Next Nature,Men's Shoes,8 Colors,$75,,https://www.nike.com/t/court-vision-low-next-nature-mens-shoes-XjbqFs/DH2987-001,"In love with the classic look of '80s basketball but have a thing for the fast-paced culture of today's game? Meet the Nike Court Vision Low. A classic remixed with at least 20% recycled materials by weight, its crisp upper and stitched overlays keep the soul of the original style. The plush, low-cut collar keeps it sleek and comfortable for your world.",White/White/Black; Grey Fog/Black/White; Wolf Grey/White/University Red; White/White/White; Black/Black/White; White/Midnight Navy; Black/White/Laser Blue; Black/Black/Black,0.0,0.0
1074,,LeBron 19,Baby/Toddler Shoes,4 Colors,$60,$30.97,https://www.nike.com/t/lebron-19-baby-toddler-shoes-T9W3hr/DD0417-412,Future champs can rule playtime like King James in the LeBron 19. This next evolution in LeBron’s signature shoe is lightweight and cushioned for kiddos. A wide hook-and-loop strap opening helps little feet slip right in so they can crawl and walk with the look of LeBron.,White/Black/University Red; Aura/Worn Blue/Psychic Purple/Citron Tint; Grey Fog/Total Orange/Crimson/Roma Green; Dutch Blue/Lime Glow/White/Pomegranate,7.0,3.9
1075,,Nike Air Force 1 Luxe,Men's Shoes,2 Colors,$140,,https://www.nike.com/t/air-force-1-luxe-mens-shoes-7Fvcvq/DB4109-001,"Crafted with precision, the Nike Air Force 1 Luxe refreshes the b-ball icon. Its crisp leather in the upper features the perfect shine. Stitching along the midsole adds an artisan touch while the rugged tread on the outsole nods to your favorite city boots.",Summit White/Light Bone/Summit White; Black/Bucktan/Gum Yellow/Black,31.0,4.7
1076,Best Seller,Air Jordan 1 Element,Shoes,1 Color,$200,,https://www.nike.com/t/air-jordan-1-element-shoes-NFCNts/DB2889-700,"Shift into casual mode with the Air Jordan 1 Element. Rich with iconic hoops heritage, the wardrobe staple steps up its game with GORE-TEX material and buttery nubuck leather overlays. A reflective Swoosh shines along the sides.",Shown: Light Curry/Sail/Black/Cardinal Red,73.0,4.6
